	sent_index	word_index	word	region	condition
1225	6	15	the	matrix_gap	what_no-gap_subj
1226	6	16	judge	matrix_gap	what_no-gap_subj
1227	6	17	over	continuation	what_no-gap_subj
1228	6	18	the	continuation	what_no-gap_subj
1229	6	19	weekend	continuation	what_no-gap_subj
1230	6	21	.	End	what_no-gap_subj
1231	6	22	<eos>	End	what_no-gap_subj
1232	7	0	The	intro	what_no-gap_subj
1233	7	1	fact	intro	what_no-gap_subj
1234	7	2	that	intro	what_no-gap_subj
1235	7	3	the	subj_subj	what_no-gap_subj
1236	7	4	chef	subj_subj	what_no-gap_subj
1237	7	5	knew	subj_subj	what_no-gap_subj
1238	7	6	who	subj_wh	what_no-gap_subj
1239	7	7	his	subj_embed	what_no-gap_subj
1240	7	8	assistant	subj_embed	what_no-gap_subj
1241	7	9	cut	subj_embed	what_no-gap_subj
1242	7	10	the	subject_gap	what_no-gap_subj
1243	7	11	chef	subject_gap	what_no-gap_subj
1244	7	12	by	filler	what_no-gap_subj
1245	7	13	accident	filler	what_no-gap_subj
1246	7	14	surprised	matrix_verb	what_no-gap_subj
1247	7	15	the	matrix_gap	what_no-gap_subj
1248	7	16	customers	matrix_gap	what_no-gap_subj
1249	7	17	yesterday	continuation	what_no-gap_subj
1250	7	18	evening	continuation	what_no-gap_subj
1251	7	20	.	End	what_no-gap_subj
1252	7	21	<eos>	End	what_no-gap_subj
1253	8	0	The	intro	what_no-gap_subj
1254	8	1	fact	intro	what_no-gap_subj
1255	8	2	that	intro	what_no-gap_subj
1256	8	3	the	subj_subj	what_no-gap_subj
1257	8	4	journalist	subj_subj	what_no-gap_subj
1258	8	5	disclosed	subj_subj	what_no-gap_subj
1259	8	6	who	subj_wh	what_no-gap_subj
1260	8	7	the	subj_embed	what_no-gap_subj
1261	8	8	mayor	subj_embed	what_no-gap_subj
1262	8	9	talked	subj_embed	what_no-gap_subj
1263	8	10	with	subj_embed	what_no-gap_subj
1264	8	11	his	subject_gap	what_no-gap_subj
1265	8	12	rival	subject_gap	what_no-gap_subj
1266	8	13	last	filler	what_no-gap_subj
1267	8	14	night	filler	what_no-gap_subj
1268	8	15	shocked	matrix_verb	what_no-gap_subj
1269	8	16	the	matrix_gap	what_no-gap_subj
1270	8	17	donors	matrix_gap	what_no-gap_subj
1271	8	18	when	continuation	what_no-gap_subj
1272	8	19	they	continuation	what_no-gap_subj
1273	8	20	found	continuation	what_no-gap_subj
1274	8	21	out	continuation	what_no-gap_subj
1275	8	23	.	End	what_no-gap_subj
1276	8	24	<eos>	End	what_no-gap_subj
1277	9	0	The	intro	what_no-gap_subj
1278	9	1	fact	intro	what_no-gap_subj
1279	9	2	that	intro	what_no-gap_subj
1280	9	3	the	subj_subj	what_no-gap_subj
1281	9	4	assistant	subj_subj	what_no-gap_subj
1282	9	5	signaled	subj_subj	what_no-gap_subj
1283	9	6	who	subj_wh	what_no-gap_subj
1284	9	7	the	subj_embed	what_no-gap_subj
1285	9	8	police	subj_embed	what_no-gap_subj
1286	9	9	observed	subj_embed	what_no-gap_subj
1287	9	10	the	subject_gap	what_no-gap_subj
1288	9	11	activist	subject_gap	what_no-gap_subj
1289	9	12	through	filler	what_no-gap_subj
1290	9	13	binoculars	filler	what_no-gap_subj
1291	9	14	confused	matrix_verb	what_no-gap_subj
1292	9	15	the	matrix_gap	what_no-gap_subj
1293	9	16	inspectors	matrix_gap	what_no-gap_subj
1294	9	17	last	continuation	what_no-gap_subj
1295	9	18	month	continuation	what_no-gap_subj
1296	9	20	.	End	what_no-gap_subj
1297	9	21	<eos>	End	what_no-gap_subj
1298	10	0	The	intro	what_no-gap_subj
1299	10	1	fact	intro	what_no-gap_subj
1300	10	2	that	intro	what_no-gap_subj
1301	10	3	the	subj_subj	what_no-gap_subj
1302	10	4	guard	subj_subj	what_no-gap_subj
1303	10	5	remembered	subj_subj	what_no-gap_subj
1304	10	6	who	subj_wh	what_no-gap_subj
1305	10	7	the	subj_embed	what_no-gap_subj
1306	10	8	man	subj_embed	what_no-gap_subj
1307	10	9	shot	subj_embed	what_no-gap_subj
1308	10	10	the	subject_gap	what_no-gap_subj
1309	10	11	senator	subject_gap	what_no-gap_subj
1310	10	12	last	filler	what_no-gap_subj
1311	10	13	week	filler	what_no-gap_subj
1312	10	14	worried	matrix_verb	what_no-gap_subj
1313	10	15	the	matrix_gap	what_no-gap_subj
1314	10	16	spy	matrix_gap	what_no-gap_subj
1315	10	17	when	continuation	what_no-gap_subj
1316	10	18	he	continuation	what_no-gap_subj
1317	10	19	found	continuation	what_no-gap_subj
1318	10	20	out	continuation	what_no-gap_subj
1319	10	22	.	End	what_no-gap_subj
1320	10	23	<eos>	End	what_no-gap_subj
1321	11	0	The	intro	what_no-gap_subj
1322	11	1	fact	intro	what_no-gap_subj
1323	11	2	that	intro	what_no-gap_subj
1324	11	3	the	subj_subj	what_no-gap_subj
1325	11	4	reporter	subj_subj	what_no-gap_subj
1326	11	5	said	subj_subj	what_no-gap_subj
1327	11	6	who	subj_wh	what_no-gap_subj
1328	11	7	the	subj_embed	what_no-gap_subj
1329	11	8	witness	subj_embed	what_no-gap_subj
1330	11	9	identified	subj_embed	what_no-gap_subj
1331	11	10	the	subject_gap	what_no-gap_subj
1332	11	11	suspect	subject_gap	what_no-gap_subj
1333	11	12	during	filler	what_no-gap_subj
1334	11	13	the	filler	what_no-gap_subj
1335	11	14	trial	filler	what_no-gap_subj
1336	11	15	worried	matrix_verb	what_no-gap_subj
1337	11	16	the	matrix_gap	what_no-gap_subj
1338	11	17	official	matrix_gap	what_no-gap_subj
1339	11	18	overseeing	continuation	what_no-gap_subj
1340	11	19	the	continuation	what_no-gap_subj
1341	11	20	case	continuation	what_no-gap_subj
1342	11	22	.	End	what_no-gap_subj
1343	11	23	<eos>	End	what_no-gap_subj
1344	12	0	The	intro	what_no-gap_subj
1345	12	1	fact	intro	what_no-gap_subj
1346	12	2	that	intro	what_no-gap_subj
1347	12	3	the	subj_subj	what_no-gap_subj
1348	12	4	newspaper	subj_subj	what_no-gap_subj
1349	12	5	stated	subj_subj	what_no-gap_subj
1350	12	6	who	subj_wh	what_no-gap_subj
1351	12	7	the	subj_embed	what_no-gap_subj
1352	12	8	congressman	subj_embed	what_no-gap_subj
1353	12	9	bribed	subj_embed	what_no-gap_subj
1354	12	10	the	subject_gap	what_no-gap_subj
1355	12	11	commissioner	subject_gap	what_no-gap_subj
1356	12	12	two	filler	what_no-gap_subj
1357	12	13	years	filler	what_no-gap_subj
1358	12	14	ago	filler	what_no-gap_subj
1359	12	15	surprised	matrix_verb	what_no-gap_subj
1360	12	16	his	matrix_gap	what_no-gap_subj
1361	12	17	daughter	matrix_gap	what_no-gap_subj
1362	12	18	when	continuation	what_no-gap_subj
1363	12	19	it	continuation	what_no-gap_subj
1364	12	20	was	continuation	what_no-gap_subj
1365	12	21	published	continuation	what_no-gap_subj
1366	12	23	.	End	what_no-gap_subj
1367	12	24	<eos>	End	what_no-gap_subj
1368	13	0	The	intro	what_no-gap_subj
1369	13	1	fact	intro	what_no-gap_subj
1370	13	2	that	intro	what_no-gap_subj
1371	13	3	the	subj_subj	what_no-gap_subj
1372	13	4	article	subj_subj	what_no-gap_subj
1373	13	5	stated	subj_subj	what_no-gap_subj
1374	13	6	who	subj_wh	what_no-gap_subj
1375	13	7	the	subj_embed	what_no-gap_subj
1376	13	8	author	subj_embed	what_no-gap_subj
1377	13	9	liked	subj_embed	what_no-gap_subj
1378	13	10	the	subject_gap	what_no-gap_subj
1379	13	11	film	subject_gap	what_no-gap_subj
1380	13	12	director	subject_gap	what_no-gap_subj
1381	13	13	in	filler	what_no-gap_subj
1382	13	14	his	filler	what_no-gap_subj
1383	13	15	youth	filler	what_no-gap_subj
1384	13	16	delighted	matrix_verb	what_no-gap_subj
1385	13	17	the	matrix_gap	what_no-gap_subj
1386	13	18	literary	matrix_gap	what_no-gap_subj
1387	13	19	critics	matrix_gap	what_no-gap_subj
1388	13	20	last	continuation	what_no-gap_subj
1389	13	21	year	continuation	what_no-gap_subj
1390	13	23	.	End	what_no-gap_subj
1391	13	24	<eos>	End	what_no-gap_subj
1392	14	0	The	intro	what_no-gap_subj
1393	14	1	fact	intro	what_no-gap_subj
1394	14	2	that	intro	what_no-gap_subj
1395	14	3	the	subj_subj	what_no-gap_subj
1396	14	4	banker	subj_subj	what_no-gap_subj
1397	14	5	found	subj_subj	what_no-gap_subj
1398	14	6	out	subj_subj	what_no-gap_subj
1399	14	7	who	subj_wh	what_no-gap_subj
1400	14	8	the	subj_embed	what_no-gap_subj
1401	14	9	senator	subj_embed	what_no-gap_subj
1402	14	10	will	subj_embed	what_no-gap_subj
1403	14	11	nominate	subj_embed	what_no-gap_subj
1404	14	12	his	subject_gap	what_no-gap_subj
1405	14	13	son	subject_gap	what_no-gap_subj
1406	14	14	tomorrow	filler	what_no-gap_subj
1407	14	15	surprised	matrix_verb	what_no-gap_subj
1408	14	16	the	matrix_gap	what_no-gap_subj
1409	14	17	stock	matrix_gap	what_no-gap_subj
1410	14	18	trader	matrix_gap	what_no-gap_subj
1411	14	19	when	continuation	what_no-gap_subj
1412	14	20	he	continuation	what_no-gap_subj
1413	14	21	found	continuation	what_no-gap_subj
1414	14	22	out	continuation	what_no-gap_subj
1415	14	23	about	continuation	what_no-gap_subj
1416	14	24	it	continuation	what_no-gap_subj
1417	14	26	.	End	what_no-gap_subj
1418	14	27	<eos>	End	what_no-gap_subj
1419	15	0	The	intro	what_no-gap_subj
1420	15	1	fact	intro	what_no-gap_subj
1421	15	2	that	intro	what_no-gap_subj
1422	15	3	the	subj_subj	what_no-gap_subj
1423	15	4	social	subj_subj	what_no-gap_subj
1424	15	5	worker	subj_subj	what_no-gap_subj
1425	15	6	forgot	subj_subj	what_no-gap_subj
1426	15	7	who	subj_wh	what_no-gap_subj
1427	15	8	her	subj_embed	what_no-gap_subj
1428	15	9	client	subj_embed	what_no-gap_subj
1429	15	10	does	subj_embed	what_no-gap_subj
1430	15	11	not	subj_embed	what_no-gap_subj
1431	15	12	like	subj_embed	what_no-gap_subj
1432	15	13	her	subject_gap	what_no-gap_subj
1433	15	14	father	subject_gap	what_no-gap_subj
1434	15	15	with	filler	what_no-gap_subj
1435	15	16	great	filler	what_no-gap_subj
1436	15	17	passion	filler	what_no-gap_subj
1437	15	18	delighted	matrix_verb	what_no-gap_subj
1438	15	19	her	matrix_gap	what_no-gap_subj
1439	15	20	friends	matrix_gap	what_no-gap_subj
1440	15	21	last	continuation	what_no-gap_subj
1441	15	22	week	continuation	what_no-gap_subj
1442	15	24	.	End	what_no-gap_subj
1443	15	25	<eos>	End	what_no-gap_subj
1444	16	0	The	intro	what_no-gap_subj
1445	16	1	fact	intro	what_no-gap_subj
1446	16	2	that	intro	what_no-gap_subj
1447	16	3	the	subj_subj	what_no-gap_subj
1448	16	4	librarian	subj_subj	what_no-gap_subj
1449	16	5	indicated	subj_subj	what_no-gap_subj
1450	16	6	who	subj_wh	what_no-gap_subj
1451	16	7	her	subj_embed	what_no-gap_subj
1452	16	8	colleague	subj_embed	what_no-gap_subj
1453	16	9	recommended	subj_embed	what_no-gap_subj
1454	16	10	the	subject_gap	what_no-gap_subj
1455	16	11	man	subject_gap	what_no-gap_subj
1456	16	12	to	filler	what_no-gap_subj
1457	16	13	the	filler	what_no-gap_subj
1458	16	14	board	filler	what_no-gap_subj
1459	16	15	worried	matrix_verb	what_no-gap_subj
1460	16	16	the	matrix_gap	what_no-gap_subj
1461	16	17	town	matrix_gap	what_no-gap_subj
1462	16	18	clerk	matrix_gap	what_no-gap_subj
1463	16	19	last	continuation	what_no-gap_subj
1464	16	20	month	continuation	what_no-gap_subj
1465	16	22	.	End	what_no-gap_subj
1466	16	23	<eos>	End	what_no-gap_subj
1467	17	0	The	intro	what_no-gap_subj
1468	17	1	fact	intro	what_no-gap_subj
1469	17	2	that	intro	what_no-gap_subj
1470	17	3	the	subj_subj	what_no-gap_subj
1471	17	4	soldier	subj_subj	what_no-gap_subj
1472	17	5	recalled	subj_subj	what_no-gap_subj
1473	17	6	who	subj_wh	what_no-gap_subj
1474	17	7	the	subj_embed	what_no-gap_subj
1475	17	8	sergeant	subj_embed	what_no-gap_subj
1476	17	9	talked	subj_embed	what_no-gap_subj
1477	17	10	with	subj_embed	what_no-gap_subj
1478	17	11	the	subject_gap	what_no-gap_subj
1479	17	12	private	subject_gap	what_no-gap_subj
1480	17	13	during	filler	what_no-gap_subj
1481	17	14	training	filler	what_no-gap_subj
1482	17	15	annoyed	matrix_verb	what_no-gap_subj
1483	17	16	the	matrix_gap	what_no-gap_subj
1484	17	17	captain	matrix_gap	what_no-gap_subj
1485	17	18	yesterday	continuation	what_no-gap_subj
1486	17	19	night	continuation	what_no-gap_subj
1487	17	21	.	End	what_no-gap_subj
1488	17	22	<eos>	End	what_no-gap_subj
1489	18	0	The	intro	what_no-gap_subj
1490	18	1	fact	intro	what_no-gap_subj
1491	18	2	that	intro	what_no-gap_subj
1492	18	3	our	subj_subj	what_no-gap_subj
1493	18	4	father	subj_subj	what_no-gap_subj
1494	18	5	knew	subj_subj	what_no-gap_subj
1495	18	6	who	subj_wh	what_no-gap_subj
1496	18	7	my	subj_embed	what_no-gap_subj
1497	18	8	brother	subj_embed	what_no-gap_subj
1498	18	9	would	subj_embed	what_no-gap_subj
1499	18	10	marry	subj_embed	what_no-gap_subj
1500	18	11	his	subject_gap	what_no-gap_subj
1501	18	12	high	subject_gap	what_no-gap_subj
1502	18	13	school	subject_gap	what_no-gap_subj
1503	18	14	sweetheart	subject_gap	what_no-gap_subj
1504	18	15	two	filler	what_no-gap_subj
1505	18	16	years	filler	what_no-gap_subj
1506	18	17	ago	filler	what_no-gap_subj
1507	18	18	worried	matrix_verb	what_no-gap_subj
1508	18	19	his	matrix_gap	what_no-gap_subj
1509	18	20	relatives	matrix_gap	what_no-gap_subj
1510	18	21	when	continuation	what_no-gap_subj
1511	18	22	they	continuation	what_no-gap_subj
1512	18	23	found	continuation	what_no-gap_subj
1513	18	24	out	continuation	what_no-gap_subj
1514	18	26	.	End	what_no-gap_subj
1515	18	27	<eos>	End	what_no-gap_subj
1516	19	0	The	intro	what_no-gap_subj
1517	19	1	fact	intro	what_no-gap_subj
1518	19	2	that	intro	what_no-gap_subj
1519	19	3	we	subj_subj	what_no-gap_subj
1520	19	4	confirmed	subj_subj	what_no-gap_subj
1521	19	5	who	subj_wh	what_no-gap_subj
1522	19	6	our	subj_embed	what_no-gap_subj
1523	19	7	friend	subj_embed	what_no-gap_subj
1524	19	8	does	subj_embed	what_no-gap_subj
1525	19	9	not	subj_embed	what_no-gap_subj
1526	19	10	like	subj_embed	what_no-gap_subj
1527	19	11	his	subject_gap	what_no-gap_subj
1528	19	12	professor	subject_gap	what_no-gap_subj
1529	19	13	greatly	filler	what_no-gap_subj
1530	19	14	surprised	matrix_verb	what_no-gap_subj
1531	19	15	my	matrix_gap	what_no-gap_subj
1532	19	16	mother	matrix_gap	what_no-gap_subj
1533	19	17	many	continuation	what_no-gap_subj
1534	19	18	years	continuation	what_no-gap_subj
1535	19	19	ago	continuation	what_no-gap_subj
1536	19	21	.	End	what_no-gap_subj
1537	19	22	<eos>	End	what_no-gap_subj
1538	20	0	The	intro	what_no-gap_subj
1539	20	1	fact	intro	what_no-gap_subj
1540	20	2	that	intro	what_no-gap_subj
1541	20	3	the	subj_subj	what_no-gap_subj
1542	20	4	detective	subj_subj	what_no-gap_subj
1543	20	5	remembered	subj_subj	what_no-gap_subj
1544	20	6	who	subj_wh	what_no-gap_subj
1545	20	7	the	subj_embed	what_no-gap_subj
1546	20	8	suspect	subj_embed	what_no-gap_subj
1547	20	9	followed	subj_embed	what_no-gap_subj
1548	20	10	the	subject_gap	what_no-gap_subj
1549	20	11	drug	subject_gap	what_no-gap_subj
1550	20	12	dealer	subject_gap	what_no-gap_subj
1551	20	13	around	filler	what_no-gap_subj
1552	20	14	town	filler	what_no-gap_subj
1553	20	15	surprised	matrix_verb	what_no-gap_subj
1554	20	16	his	matrix_gap	what_no-gap_subj
1555	20	17	assistant	matrix_gap	what_no-gap_subj
1556	20	18	when	continuation	what_no-gap_subj
1557	20	19	she	continuation	what_no-gap_subj
1558	20	20	found	continuation	what_no-gap_subj
1559	20	21	out	continuation	what_no-gap_subj
1560	20	23	.	End	what_no-gap_subj
1561	20	24	<eos>	End	what_no-gap_subj
1562	21	0	The	intro	what_no-gap_subj
1563	21	1	fact	intro	what_no-gap_subj
1564	21	2	that	intro	what_no-gap_subj
1565	21	3	the	subj_subj	what_no-gap_subj
1566	21	4	man	subj_subj	what_no-gap_subj
1567	21	5	said	subj_subj	what_no-gap_subj
1568	21	6	who	subj_wh	what_no-gap_subj
1569	21	7	the	subj_embed	what_no-gap_subj
1570	21	8	old	subj_embed	what_no-gap_subj
1571	21	9	woman	subj_embed	what_no-gap_subj
1572	21	10	hit	subj_embed	what_no-gap_subj
1573	21	11	the	subject_gap	what_no-gap_subj
1574	21	12	boy	subject_gap	what_no-gap_subj
1575	21	13	during	filler	what_no-gap_subj
1576	21	14	Sunday	filler	what_no-gap_subj
1577	21	15	school	filler	what_no-gap_subj
1578	21	16	annoyed	matrix_verb	what_no-gap_subj
1579	21	17	the	matrix_gap	what_no-gap_subj
1580	21	18	people	matrix_gap	what_no-gap_subj
1581	21	19	yesterday	continuation	what_no-gap_subj
1582	21	20	evening	continuation	what_no-gap_subj
1583	21	22	.	End	what_no-gap_subj
1584	21	23	<eos>	End	what_no-gap_subj
1585	22	0	The	intro	what_no-gap_subj
1586	22	1	fact	intro	what_no-gap_subj
1587	22	2	that	intro	what_no-gap_subj
1588	22	3	my	subj_subj	what_no-gap_subj
1589	22	4	friend	subj_subj	what_no-gap_subj
1590	22	5	remembered	subj_subj	what_no-gap_subj
1591	22	6	who	subj_wh	what_no-gap_subj
1592	22	7	the	subj_embed	what_no-gap_subj
1593	22	8	policeman	subj_embed	what_no-gap_subj
1594	22	9	saved	subj_embed	what_no-gap_subj
1595	22	10	the	subject_gap	what_no-gap_subj
1596	22	11	old	subject_gap	what_no-gap_subj
1597	22	12	man	subject_gap	what_no-gap_subj
1598	22	13	during	filler	what_no-gap_subj
1599	22	14	the	filler	what_no-gap_subj
1600	22	15	flood	filler	what_no-gap_subj
1601	22	16	reassured	matrix_verb	what_no-gap_subj
1602	22	17	his	matrix_gap	what_no-gap_subj
1603	22	18	teacher	matrix_gap	what_no-gap_subj
1604	22	19	last	continuation	what_no-gap_subj
1605	22	20	weekend	continuation	what_no-gap_subj
1606	22	22	.	End	what_no-gap_subj
1607	22	23	<eos>	End	what_no-gap_subj
1608	23	0	The	intro	what_no-gap_subj
1609	23	1	fact	intro	what_no-gap_subj
1610	23	2	that	intro	what_no-gap_subj
1611	23	3	the	subj_subj	what_no-gap_subj
1612	23	4	doctor	subj_subj	what_no-gap_subj
1613	23	5	recalled	subj_subj	what_no-gap_subj
1614	23	6	who	subj_wh	what_no-gap_subj
1615	23	7	the	subj_embed	what_no-gap_subj
1616	23	8	patient	subj_embed	what_no-gap_subj
1617	23	9	likes	subj_embed	what_no-gap_subj
1618	23	10	the	subject_gap	what_no-gap_subj
1619	23	11	football	subject_gap	what_no-gap_subj
1620	23	12	star	subject_gap	what_no-gap_subj
1621	23	13	very	filler	what_no-gap_subj
1622	23	14	much	filler	what_no-gap_subj
1623	23	15	delighted	matrix_verb	what_no-gap_subj
1624	23	16	his	matrix_gap	what_no-gap_subj
1625	23	17	parents	matrix_gap	what_no-gap_subj
1626	23	18	at	continuation	what_no-gap_subj
1627	23	19	the	continuation	what_no-gap_subj
1628	23	20	hospital	continuation	what_no-gap_subj
1629	23	22	.	End	what_no-gap_subj
1630	23	23	<eos>	End	what_no-gap_subj
1631	0	0	The	intro	what_gap_subj
1632	0	1	fact	intro	what_gap_subj
1633	0	2	that	intro	what_gap_subj
1634	0	3	my	subj_subj	what_gap_subj
1635	0	4	brother	subj_subj	what_gap_subj
1636	0	5	said	subj_subj	what_gap_subj
1637	0	6	who	subj_wh	what_gap_subj
1638	0	7	his	subj_embed	what_gap_subj
1639	0	8	friend	subj_embed	what_gap_subj
1640	0	9	trusted	subj_embed	what_gap_subj
1641	0	10	at	filler	what_gap_subj
1642	0	11	the	filler	what_gap_subj
1643	0	12	party	filler	what_gap_subj
1644	0	13	surprised	matrix_verb	what_gap_subj
1645	0	14	my	matrix_gap	what_gap_subj
1646	0	15	daughter	matrix_gap	what_gap_subj
1647	0	16	yesterday	continuation	what_gap_subj
1648	0	17	afternoon	continuation	what_gap_subj
1649	0	19	.	End	what_gap_subj
1650	0	20	<eos>	End	what_gap_subj
1651	1	0	The	intro	what_gap_subj
1652	1	1	fact	intro	what_gap_subj
1653	1	2	that	intro	what_gap_subj
1654	1	3	the	subj_subj	what_gap_subj
1655	1	4	policeman	subj_subj	what_gap_subj
1656	1	5	knows	subj_subj	what_gap_subj
1657	1	6	who	subj_wh	what_gap_subj
1658	1	7	the	subj_embed	what_gap_subj
1659	1	8	criminal	subj_embed	what_gap_subj
1660	1	9	shot	subj_embed	what_gap_subj
1661	1	10	with	filler	what_gap_subj
1662	1	11	a	filler	what_gap_subj
1663	1	12	gun	filler	what_gap_subj
1664	1	13	reassured	matrix_verb	what_gap_subj
1665	1	14	the	matrix_gap	what_gap_subj
1666	1	15	mayor	matrix_gap	what_gap_subj
1667	1	16	last	continuation	what_gap_subj
1668	1	17	year	continuation	what_gap_subj
1669	1	19	.	End	what_gap_subj
1670	1	20	<eos>	End	what_gap_subj
1671	2	0	The	intro	what_gap_subj
1672	2	1	fact	intro	what_gap_subj
1673	2	2	that	intro	what_gap_subj
1674	2	3	the	subj_subj	what_gap_subj
1675	2	4	guard	subj_subj	what_gap_subj
1676	2	5	said	subj_subj	what_gap_subj
1677	2	6	who	subj_wh	what_gap_subj
1678	2	7	the	subj_embed	what_gap_subj
1679	2	8	prisoner	subj_embed	what_gap_subj
1680	2	9	kicked	subj_embed	what_gap_subj
1681	2	10	during	filler	what_gap_subj
1682	2	11	breakfast	filler	what_gap_subj
1683	2	12	surprised	matrix_verb	what_gap_subj
1684	2	13	the	matrix_gap	what_gap_subj
1685	2	14	guard	matrix_gap	what_gap_subj
1686	2	15	last	continuation	what_gap_subj
1687	2	16	week	continuation	what_gap_subj
1688	2	18	.	End	what_gap_subj
1689	2	19	<eos>	End	what_gap_subj
1690	3	0	The	intro	what_gap_subj
1691	3	1	fact	intro	what_gap_subj
1692	3	2	that	intro	what_gap_subj
1693	3	3	the	subj_subj	what_gap_subj
1694	3	4	real	subj_subj	what_gap_subj
1695	3	5	estate	subj_subj	what_gap_subj
1696	3	6	agent	subj_subj	what_gap_subj
1697	3	7	remembered	subj_subj	what_gap_subj
1698	3	8	who	subj_wh	what_gap_subj
1699	3	9	the	subj_embed	what_gap_subj
1700	3	10	old	subj_embed	what_gap_subj
1701	3	11	couple	subj_embed	what_gap_subj
1702	3	12	met	subj_embed	what_gap_subj
1703	3	13	at	filler	what_gap_subj
1704	3	14	the	filler	what_gap_subj
1705	3	15	club	filler	what_gap_subj
1706	3	16	shocked	matrix_verb	what_gap_subj
1707	3	17	his	matrix_gap	what_gap_subj
1708	3	18	friends	matrix_gap	what_gap_subj
1709	3	19	over	continuation	what_gap_subj
1710	3	20	the	continuation	what_gap_subj
1711	3	21	weekend	continuation	what_gap_subj
1712	3	23	.	End	what_gap_subj
1713	3	24	<eos>	End	what_gap_subj
1714	4	0	The	intro	what_gap_subj
1715	4	1	fact	intro	what_gap_subj
1716	4	2	that	intro	what_gap_subj
1717	4	3	the	subj_subj	what_gap_subj
1718	4	4	journalist	subj_subj	what_gap_subj
1719	4	5	stated	subj_subj	what_gap_subj
1720	4	6	who	subj_wh	what_gap_subj
1721	4	7	the	subj_embed	what_gap_subj
1722	4	8	president	subj_embed	what_gap_subj
1723	4	9	fired	subj_embed	what_gap_subj
1724	4	10	without	filler	what_gap_subj
1725	4	11	warning	filler	what_gap_subj
1726	4	12	surprised	matrix_verb	what_gap_subj
1727	4	13	the	matrix_gap	what_gap_subj
1728	4	14	editor	matrix_gap	what_gap_subj
1729	4	15	when	continuation	what_gap_subj
1730	4	16	the	continuation	what_gap_subj
1731	4	17	article	continuation	what_gap_subj
1732	4	18	was	continuation	what_gap_subj
1733	4	19	published	continuation	what_gap_subj
1734	4	21	.	End	what_gap_subj
1735	4	22	<eos>	End	what_gap_subj
1736	5	0	The	intro	what_gap_subj
1737	5	1	fact	intro	what_gap_subj
1738	5	2	that	intro	what_gap_subj
1739	5	3	our	subj_subj	what_gap_subj
1740	5	4	mother	subj_subj	what_gap_subj
1741	5	5	does	subj_subj	what_gap_subj
1742	5	6	not	subj_subj	what_gap_subj
1743	5	7	know	subj_subj	what_gap_subj
1744	5	8	who	subj_wh	what_gap_subj
1745	5	9	her	subj_embed	what_gap_subj
1746	5	10	friend	subj_embed	what_gap_subj
1747	5	11	trusts	subj_embed	what_gap_subj
1748	5	12	with	filler	what_gap_subj
1749	5	13	her	filler	what_gap_subj
1750	5	14	will	filler	what_gap_subj
1751	5	15	surprised	matrix_verb	what_gap_subj
1752	5	16	us	matrix_gap	what_gap_subj
1753	5	17	when	continuation	what_gap_subj
1754	5	18	they	continuation	what_gap_subj
1755	5	19	found	continuation	what_gap_subj
1756	5	20	out	continuation	what_gap_subj
1757	5	22	.	End	what_gap_subj
1758	5	23	<eos>	End	what_gap_subj
1759	6	0	The	intro	what_gap_subj
1760	6	1	fact	intro	what_gap_subj
1761	6	2	that	intro	what_gap_subj
1762	6	3	the	subj_subj	what_gap_subj
1763	6	4	lawyers	subj_subj	what_gap_subj
1764	6	5	acknowledged	subj_subj	what_gap_subj
1765	6	6	who	subj_wh	what_gap_subj
1766	6	7	their	subj_embed	what_gap_subj
1767	6	8	client	subj_embed	what_gap_subj
1768	6	9	represented	subj_embed	what_gap_subj
1769	6	10	without	filler	what_gap_subj
1770	6	11	difficulty	filler	what_gap_subj
1771	6	12	worried	matrix_verb	what_gap_subj
1772	6	13	the	matrix_gap	what_gap_subj
1773	6	14	judge	matrix_gap	what_gap_subj
1774	6	15	over	continuation	what_gap_subj
1775	6	16	the	continuation	what_gap_subj
1776	6	17	weekend	continuation	what_gap_subj
1777	6	19	.	End	what_gap_subj
1778	6	20	<eos>	End	what_gap_subj
1779	7	0	The	intro	what_gap_subj
1780	7	1	fact	intro	what_gap_subj
1781	7	2	that	intro	what_gap_subj
1782	7	3	the	subj_subj	what_gap_subj
1783	7	4	chef	subj_subj	what_gap_subj
1784	7	5	knew	subj_subj	what_gap_subj
1785	7	6	who	subj_wh	what_gap_subj
1786	7	7	his	subj_embed	what_gap_subj
1787	7	8	assistant	subj_embed	what_gap_subj
1788	7	9	cut	subj_embed	what_gap_subj
1789	7	10	by	filler	what_gap_subj
1790	7	11	accident	filler	what_gap_subj
1791	7	12	surprised	matrix_verb	what_gap_subj
1792	7	13	the	matrix_gap	what_gap_subj
1793	7	14	customers	matrix_gap	what_gap_subj
1794	7	15	yesterday	continuation	what_gap_subj
1795	7	16	evening	continuation	what_gap_subj
1796	7	18	.	End	what_gap_subj
1797	7	19	<eos>	End	what_gap_subj
1798	8	0	The	intro	what_gap_subj
1799	8	1	fact	intro	what_gap_subj
1800	8	2	that	intro	what_gap_subj
1801	8	3	the	subj_subj	what_gap_subj
1802	8	4	journalist	subj_subj	what_gap_subj
1803	8	5	disclosed	subj_subj	what_gap_subj
1804	8	6	who	subj_wh	what_gap_subj
1805	8	7	the	subj_embed	what_gap_subj
1806	8	8	mayor	subj_embed	what_gap_subj
1807	8	9	talked	subj_embed	what_gap_subj
1808	8	10	with	subj_embed	what_gap_subj
1809	8	11	last	filler	what_gap_subj
